comment,label,df
නුඹ නැතුව හිත හැදෙන් නෑ ළඟට ඇවිදින් අඬන් නෑ ලැබෙන දවසක ලැබෙනවා නම් සිතින් කිසිදින හැලෙන් නෑ.. #සිතුවිලි,0,A
ලස්සනට ෂෝ එක​,0,A
මේ මාතෘකාව විතරක් කියවල කමෙන්ට් දාන බූරුවෙක්,1,A
එන්නේම නැති උනොත්.,0,A
අත් අරින්න ටික දවස​,0,A
මේ යකා නම් මොන කාලකන්නියෙක්ද මන්ද. කොයිවෙලාවෙත් ක්‍රිකට් සභාපති කම ගැනමයි කතාව. යකෝ රටේ මෙච්චර වැඩ තියෙනවා මේ යකා සභාපති කමක් අල්ලන් දඟලනවා. මූට මේක දුන්නෙ නැත්නම් යහපාලනෙනුත් යනව මේ මනුස්සයා,1,A
බොහෝම ස්තූතියි අයේසෝ! ඉක්මනට දවසක හම්බෙමු? තිසූගෙන් කේක් ගන්නත් තියේ.,0,A
මුදලට යට වූ,0,A
මොන මෝඩ කතාවක්ද ඒ කිව්වෙ.,0,A
උඹ දැන් වැඩ කරන තනේ නැති උනොත් එහා තනට පැනපං. ගොඩං වෙලාවට ඔව්වා එක වගේ 😂😂🤣,0,A
ප්‍රේමයක් නැති තැනක​,0,A
පංචේන්ද්‍රියන් මිනිස්සුන්ට දීල තියෙන්නෙ ඒව පාව්ච්චි කරන්න තමයි,0,A
🍃.......... අපි ආයෙත් හමු නොවුනා නම් ඉස්සර දවසක මියගිය සෙනෙහස යලි ඉපදී මා හද හඬවන්නට අපි ආයෙත් හමු නොවුනා නම්...🍂 #සදාකාලිකනොවූලෝකේ,0,A
වෙන්වීම නැත වේදනා...,0,A
ෆින්ගර් ප්‍රින්ට් එකට විරුද්ධවත් වැඩ වර්ජන කරන රටේ මේව හිතන එකත් හීනයක්ද මන්දා...,0,A
ආයේ ඒවා ගැන හිතලා හිත මෙව්වා කර ගන්න එපා.,0,A
වෙන එකෙකු මුණ ගැසුම​,0,A
හෙන ගහනවා මේ වේ.. ගෑනිට නම්...!,1,A
එල එල.. නැත්තන් අපෙ අම්මලගෙ ගමේ එන දවසක මම එනවා ඔහේ..😂😂😂,0,A
කල් ඇත අෑ හට නැටුමට​,0,A
චීනෙ එහෙම මංතීරු 8 හයිවේ එකට වාහන දාන්න තව කිලෝමීටර් 2ක් විතර දිග මංතීරු 20ක පාරක් තියෙනවා. රටවල් දියුනු වෙනකොට ඔහොම තමයි.,0,A
අාහ් එහෙමද.. එල.. පස්සෙ දවසක සෙට් වෙමු එහෙනම්...,0,A
කවදා හෝ දවස​,0,A
දක්ෂිණ අධිවේගයේ කටුනායකට සාපේක්ෂව වාහන අඩුයි. පිට රවුම් මාර්ගය මංතීරු 3බැගින් 6කට සැලසුම් කරල තිබ්බේ ඒකයි. අනේ අපේ රවි මහත්තය නම් කිව්වේ මංතීරු 3ක් ඕනි වෙන්නෙ 2030දී කියල. එක හින්ද වියදම අඩුකරන්න මංතීරු 4ට පාර පොඩි කරනවා කිව්වා. හැබැයි ඇත්ත කතාව තව අවුරුදු 5ක් යන කොට ඔය පාරවල් මදිවෙනවා.,0,A
අගමැති උනොත් මට රස්සාවක් දෙන්න අක්කේ,0,A
කරගසයි අහිංසකයෙකු,0,A
ගණිකාවකත් අන්ත එවුන් තමා එහෙම කරන්නෙ. ගණිකාවක් උනත් ඇඳුම් ගලවන්නෙ සල්ලි දුන්නොත් විතරයි. මුන් නිකන්ම දෙනවා. සමහරවිට විසිකරන්නම ගෙනාපු අලුත් බ්‍රා එකක් වෙන්නත් බැරි නෑ.,1,A
බැරිම උනොත් වරෙන් මෙහෙ. ගහල කීයක් හරි හොයන් ජීවත් වෙමු. මම කීවේ ෆොටෝ ගහල.,0,A
මුදල් ඇති,0,A
අතට ඇවිල්ල නැතිවුණා සූදු වල හැට් ඔහොම තමයි කොල්ලො. කොච්චර පැරදුනත් අද දිනයි හෙට දිනයි කිය කිය ඉන්නව ඉතින් දෙයියො සිහි කර කර.,0,A
ඒ කරන දේවල් නෙමෙ.අනික මං කරන්න දන්නේ නෑ 😂 වැඩිම උනොත් සහ පාවිච්චි කරයි 😂,0,A
විනය නැති බිරිඳක,0,A
නොදෝමකින් මෙහෙමත් අම්මලා.,1,A
හම්මේ ඉතින් 😂👊... මේ මාසෙ ෆුල් බිසී නසියරේ.. හම්බවෙමුකො දවසක 🖤,0,A
ඔහුගේ ඇති වත්කමට​,0,A
තොගෙ ඇස් පේන්නෙ නැද්ද හයිලෙවෙල් එකේ මහරගම ඉඳන් කොටුවට පළයන්. බලපන් රනිලුයි සිරිසේනයි මුතුවන් දත් දෙපල දික් කරගෙන ඉන්න හැටි. ටී වී එක බලපන් බජට් එක හොඳයි කියලත් ඇඩ් දානවා.,0,A
දවසක එන්නම් බීලා යන්න 🍻,0,A
ඡන්දය දෙන උන් වෙයි සංවේදී ගීයකට​,0,A
හොඳ පොයින්ට් කීපයක්ම මතුකළා. හරවත් කතාවක්.,0,A
අපි හිතලා ඒක කරලා දෙමු... අකැමැති වෙන්න දෙයක් නෑ.. අපි දෙන්නට කැමතියිනේ 😏,0,A
ගීයක් සංවේදී වේ උන්ගේ හදවතට,0,A
මේවා ජාත්‍යන්තර කුමන්ත්‍රණ. අනික චැනල් ෆෝ එක කොහොමත් ලංකාව එක්ක ඇරියස් එකක් තියෙනවනෙ.,0,A
කෝමත් දවසක මීට් වෙමුකෝ 😊,0,A
ඉල්ලන්නේ මොකාදැයි තැවුනේ කුමට,0,A
හැබෑටම එ්ෙකෙන ඉන්ෙන නිදහස් අධ්‍යාපනෙයන් උපරිම පල ප්‍රෙයා්ජන ගත්ත කට්ටිය.,0,A
තවම.නෑ ඉස්සරහට නැති උනොත් කියන්නම්කො,0,A
ගසපන් කතිරය මිනිහට නොව හොඳම ගීත​යට​,0,A
ෙම්ක තමයි මාරම අාතල් එක. අගමැති විපක්ෂනායකත් එක්ක එකතුෙවලා අාණ්ඩු පිහිෙටා්නව.,0,A
සස් පෙන් අනේ ඇන්ටිගේ යාලුවෙක් උනොත් කියල කියන්නෙ 😂,0,A
"නිරෝෂා පෙරේරාගේ ""එකොමත් එක​"" චිත්‍රපටිය ගැන ඉන්ටර්විව් එකක් ගත්තේ නැත්තේ ඇයි දන්නේ නෑ. ඒකෙනේ තොලේ තොල් එක්ක පට්ට ඇක්‍ෂන් ටිකක් තියෙන්නේ. එයාගේ අදහසත් දැනගත්තනම් හෙට උඹ කොහොමත් බැට් කරන්නේ නෑ. ගයේෂා",0,A
මාරු වුනේ නැත්නම් කණක් ඇහිල ඉන්න පුළුවන්ද ඒ ඉස්කෝලේ. හැම එකාම ගෙඩි දෙක දිහානෙ බලන්නෙ ඊට පස්සෙ.,0,A
මොන පෙන් උනොත්.. ???,0,A
ගොසිපා උදේ පාන්දර ඔන්න පටන් ගත්තා මෝල අවුස්සන්න​. දෙයියනේ කියල ඔෆිස් එකේ වැඩ පටන් ගන්න කලින් ආවා ගොසිප්බුක් එකට​. ඔය කොලේ....,0,A
අතුරුදහන් වූවන් සොයන්න කෝටි 150ක්.. මොනව කරන්නද බොලේ එච්චර සල්ලි. බොරු සාක්කි කියන එවුන්ගෙ සාක්කු පුරවන්න වෙන්න ඕනි.,0,A
අහල පහල ගෙදරකින් එකේ ඔටෝ ප්ලේ යන සිංදු වගේ සෙට් එකක් ඇහෙනවා.. 🤔 සැක සහිතයි..,0,A
ඒක නෙවෙයි දැන් සංගීතා හොඳ පවුල් ජීවිතයක් ගත කරන නිසා ඔය පරණ මල ඉලව් පෙන්නන එක හරි නෑනේද​? ඒත් මට වීඩියෝ එක බලද්දි හිතුනේ රංජා ගෝට් අයි එක දාලද ඉන්නේ කියලා. ඌ බලන් ගියාම සිරාවට චරිතේ කරන බුවෙක්නේ. හික්ස්.,0,A
කාබන් බද්ද??? ෙමන්න ෙබා්ෙල් අලුත් මුට්ටියක්.,0,A
ඔය රිප්ලයි එක මකාං යකෝ. බඩු බනිස්වෙයි. ඉංගිරිසියෙන් ප්‍රොනව්න්ස් උනාට අකුරු සිංහල උනොත් කේස්,0,A
ගීතා නම් බොරු සදාචාරයක් කියන්නේ එයාට සදාචාරයක් ඇත්තට නෑ කියපු එකද මන්දා.,0,A
ඔතන කලින් මැරිච්ච අයගෙ ෆෝටෝස් එක්කම බෝඩ් එකක් ගහල තියෙන්නෙ.,0,A
මාගේ දෑස දෙස බලනු! මෙතැන් පටන් ඔබ ඇසිපිය ගහන්නෙ හිතින් හිතලා.,0,A
යුරෙනි කියලා දුන්නු කිස් එකක් කියලා වීඩියෝ එක බැලුවමනම් පේනවා. හැබැයි නිමෝ ගෙන් සප් එකක් තිබ්බනම් ඒක සුපිරි තොලක් වෙනවා සිකුරුයි.,0,A
ගහන්න ඕනි මේ ගොන් හුත්තලට කන පැලෙන්න. කාලකණ්නි. පන්තියේ අන්තිමයා වෙච්ච එවුන් තමා යන්තන් කැම්පස් ඇවිල්ලා පඩ ෂෝ දාන්නෙ.,1,A
අපෙ ගෙවල් පැත්ත අරාබිය වගෙ උනාට මෙ ලගදි දවසක රුවැති යුවැතියක් පැමිනියා අම්මො අම්මො,0,A
මම හිතුවා මහරජා හිරුණිකාට ආදරේට බැඳපු සල්ලාලයෙක් බඳින්න එපා කියනවා කියලා. බැලින්නම් මේකා පක්‍ෂෙට හරීන් කාරයව ගන්න ඉන්නේ. මූට ඔලුවේ වැඩ කරන්නේ උගේ බලේ රකින එක විතරද​? හිරුණිකාගේ තාත්තා දැන් ජීවතුන් අතර නැති නිසා හිටියනම් මොනවා කරයිද කියලා කොමෙන්ට් නොකරමි.,1,A
අනිත් හාල්පාරුවො වගේ නොවී හොඳ ගමනක් යන්න ලැබේවා කියල ප්‍රාර්ථනා කරනවා.,1,A
ජිම් යන එකට් එපා වෙලා තියෙන්නෙ කිලෝ දෙකක් වැඩි උනොත් ඊලග සතියෙ කිලෝ තුනක් අඩු වෙනවා😑,0,A
නර්ස් ඒ කථාවටනම් මට නර්ස්ට හිතගියා. හිකිස්,0,A
කෙනෙක් දුප්පත් වෙලා උපදින එක එයාගෙ වරදක් නෙමෙයි. හැබැයි මැරෙන්නෙත් දුප්පත් විදිහට නම් ඒක ඒ එයාගෙ වැරැද්ද.,0,A
අපිට සෙට් උනොත් සෙට් වෙන්නෙ කැරිම නඩුවක්😂නැත්තන් කැරිම බඩුවක්😂🤘 — ���,1,A
එළම කිරි. ඔහොම තමයි මුන්ට ලියන්න ඕනේ. පුදුමයි මූට හම්බවුනා ලියුම​. අහ් සමහර විට ලේකම්ට කියවන්න බැරිද දන්නේ නෑ. දැන් මුන් මේව හිනාවෙවී කියවනවා ඇති. අපිට මොකෝ බන් ඇඟේ ඇලෙනවයැ කියලා.,0,A
අල්පේච්ච ජීවිතයක් තරම් සැපක් කොයින්ද? මොන පාපයක්ද මේ. යන යන තැන අරන් යන්නයි ඒව පරිස්සම් කරන්නයි මොන විකාරයක්ද අනික වාහනයක් කියන්නෙ ආරක්ෂිත උපකරණයක්ද? ඔච්චර බයයි නම් බැංකුවක සේප්පුවෙ දාන්න තිබ්බනේ.,0,A
ලෝගන් කෝ සුඛියා කෝ අරූ කෝ මු කෝ කියලා අහන උන් තමා කවදාහරි බැන්ඳ දවසක ගෑණි කෝ කියලා හොයන්නේ 🙄,0,A
1. කථා තේමාව සනත් ජයසූරිය නම් බඩු කාරයා. (ඒක හැබැයි උගේ ටැලන්ට් එක​. මොකද ඌට මෙච්චර ගෑණු සෙට්වෙන්නේ? විශේෂයෙන් ගුවන් සේවිකාවෝ),1,A
වහ බීල බේරුණා කියන්නෙ කට උගුර කුණුවෙනවා. ඒකත් හොඳ විඳවීමක් තමයි.,0,A
හොයලා හොයලා කොල්ලෙක් හොයා ගන්නම බැරි උනොත් මම හම්සව බදිනවා,0,A
2. ගොසිපා ඌ නෙවෙයි වගේ ගොසිපා වීමේ ටැලෙන්ට් එක​. ඉලක්කම් කිහිපය වගේ මේකටත් එකල ඕපදූප පොතක් තිබ්බා කියන්න නොලැබේවා කියල හිතනවා.,0,A
ඒක හැදුවෙ ඉන්ටෙල් එකෙන් නම් ඒක ටීම් එකක් එක්ක කරන්නෙ එහෙම නැතුව කම්පැනි වල කොහොමත් තනියම වැඩ කරන්න දෙන්නෙ නෑ. අනික එයාට පඩි ගෙවන්නෙ ඕව හදන්න තමයි. ඔහොම බලන්න බෑ ඕව දිහා. එහෙම බැලුවොත් මේ ලෝකෙ හදල තියෙන හැම දේකටම මිනිස්සුන්ට අයිති වාසිකම් කියන්න පුළුවන්.,0,A
හොයලා හොයලා කොල්ලෙක් හොයා ගන්නම බැරි උනොත් මම හම්සව බදිනවා,0,A
3. ටී. පෙරේරාගේ නම් පරණ ඒවා තරම් ලස්සනක් දකින්න නෑ (නරකත් නෑ ඉතින්) ඒකි බඩුවක් වගේ,1,A
එයා තනියමද හොයාගෙන තියෙන්නෙ හැබෑටම.,0,A
දත් දොස්තර කෝ?? මගෙ වෙඩිමට පරක්කු වෙනවා.,0,A
4. සනාට ස්වාමියා නඩු දැම්මට මූට වැරැද්දක් කියන්න බෑ. ගෑණිගේ වරද හින්දා පිට යන සීන් එකක් තියෙන්නේ.,0,A
මිනිහට කස පාර ගෑනිට ගල්ගසා මැරීම..,1,A
බීලා මාට්ටු උනොත් වල් අලි ගහනවා යකෝ. 😂,0,A
5. දැන් ඉතින් සනා ගැන අහන්න වෙන්නේ හොරෂොට් තමයි. මොකද ඌට ආයෙත් බඳින්න නීතිය්න් අවසර නැති නිසා.,0,A
උඹේ අම්මා කෝටු කෑල්ලකින්ද උඹව පිරිසිදු කලේ.,0,A
උඹල මෙහෙම සබ් ගහනවා කියලා දන්නවනම් මම දවසක් පරක්කු⁣ වෙලා ඉපදෙනවා.. - මීට චෙත්‍යා,0,A
මොනවා උනත් සනා හොඳ බැටා වෙන්න ඕන​. විකෘති ලිංගික​ආශාවන්ට කැමති කෙල්ලෝ ඌ පස්සේ ඔච්චර වැටෙනවද මන්දා. ඒත් සැන්ඩ්‍රාට ඔය විකෘති දේ කරන්න ගත්තේ ළමයි ගොඩක් හදලා අවුරුදු ගාණකට පස්සේද​? මොනවා උනත් මූ කාමාතුරයෙක් කියල අවසන් නිගමනයට එන්න පුළුවන් එච්චරයි.,1,A
ඕන්න.. මුගෙන් අහගන්න පුළුවන් ලපේ කතාව ඇත්තද කියල.,0,A
මම සැක කලා. ඒ දරුවා මුල සිටම මං ගැන අමනාපෙන් හිටියේ. ඉතින් මමත් ඒ වගේ අය පැත්තකට කරලා නොසොයා හිටියේ. ඒකයි එක පාර මතක නැති උනේ. හැබැයි එයාගේ බුදු ෆිට් ලිස්ට් එකේ ඔයත් හිටියද? කීයටවත් වෙන්න බෑ,0,A
ගුරුවරු තමන්ගේ ජීවන පීඩනය ළමයින්ගේ පිටින් යවන පාටයි. අපේ කාලෙනම් ඔය වගේ දෙයක් උනොත් එක්කෝ අවවාද කරනවා. නැත්නම් දෙමව්පියෝ ගෙන්වලා දැනුම් දෙනවා. ඒත් උ.පෙ. පන්තිවලදි බලපෑම් කරනවා ගොඩක් අඩුයි. මෙච්චර දෙයක් කරන්න තරම් වැරැද්දක්ද ඇහිබැම හදන එක​? අනික පැහැදිලි හේතුවක් තියෙද්දි.,0,A
මෙහෙම එවුන්ද මිනිස්සුන්ට බෙහෙත් දෙන්නෙ.,0,A
ඉරාකය,0,A
ෆේස්බුක් යනු කුමක්ද යන්න නොදන්න කෙනෙක්ට එය ගැටළුවක් විය හැකියි. අවු. 16ක ගැහැණු ළමයෙක් කොල්ලෙක් එක්ක යාළු වෙච්ච පළවෙනිවතාවවත් අවසාන වතාවත් මෙය නෙවෙයි. ෆේස්බුක් ගිණුමක ඉන්නේ තමන්ගේ යාළුවෝ දන්න හිත මිත්‍රාදීන්. අනික එහෙම කොල්ලෙක් එක්ක හිටියට​,0,A
සුරංගනා කතාවක් වගේ කතාවක්. මේ මනුස්සයා මනසින් මොන තරම් උසස් ද කියලා මම කල්පනා කලේ. හරිම උසස්...ඔහුට මගේ ආචාරය !,0,A
සිංගප්පූරුව දියුණු කරපු මිනිහා වැඩ පටං ගත්තේ මෙන්න මෙහෙමයි.. ඒයා ලඟ තිබුනේ කාරණා තුනයි.. උවමනාව,0,A
විදුහල්පතිට පක්‍ෂ පිටුවල සිංහල දැනුම අන්තිමයි.,0,A
ඔය කාලකන්නින්ට දුක දැනෙන්නේ තමන්ගේ කෙනෙක්ට මෙහෙම උනාම,0,A
ඉරාකය,0,A
ඉස්කෝලෙයක් ??? දියනිය​? හෙලි දරව්? අසාදාරනයක්? බැන​? නිවුස්? උද්ගෝශන???,0,A
තොට මෝල් ද ගවයෝ ?,1,A
දන්නේ නෑ මෙයා. සුද්දා ගල විද්ද නිසා තමයි අපි යාන්තම් කොළඹ හරි යන්නේ. නුවර අපිට එහෙම මහලොකු දැනුමක් නැහැ. ඒකයි ඇත්ත. අනිත් රටවල් වලත් එහෙමද කියන්න එහේ යන්න තියා ඉන්ටර්නෙට් එකේ සර්ච් කරලා ඒ දේවල් බලන්නවත් අපිට ඉංග්‍රීසි දන්නේ නෑ 😢,0,A
මේකෙන්ම 41 වසරක අභිමානය පෙනෙනවා. විදුහල්පති වගේම ඇති එයාගේ ආදි ශිෂ්‍යයනුත්. හික්ස්.,0,A
අපොයි හරිම කැත වැඩක්නේ වෙලා තියෙන්නේ. උපරිම දඩුවම් දිය යුතුයි,0,A
මගේ ආදරේ තවමත් ඒ වගේ සොදුරු කතාවක් වගේ නුබේ හීනයේ දැවටී එදා වගේ ඉන්න ආසයි තවමත් හිතේ දවසක නුබ හා මේ ගී පද ගැලපු තනුවක් වාගේ නුබ මට මියුරු එන මග සරසා නුබ යනවිට තනිවූ දවසක් ඒවිද ආයෙත් නුබ මට හිමි වූ..,0,A
මම වෙනූෂා නිවැරදියි කියන්නේ නෑ. ඒත් පැහැදිලි දේනම් ඒ දැරිවිට මානසිකව විශාල පීඩනයක් විදුහල්පති විසින් දී තිබෙනවා. පුද්ගලික ජීවිතේ දෙමව්පිය ගැටළුවද ඇයගේ පීඩනය තවත් වැඩි කරන්නට ඇති. කෙසේනමුත් පව් අසරණ ජීවිතයක්.,0,A
මෙහෙම ආතල් දෙනවට වඩා හොදයි පර්සි දෙකට නැමිලා අධෝමුඛය හපා ගනින්..,1,A
මේ ගිවිසුම හරහා අපේ රටේ සේවා ටික සිංගප්පූරුවට පමණක් නොවෙයි පාවලා දීලා තිබෙන්නේ. ඉන්දියාව,0,A
ජපානයෙන් එන සේවකයන්ට කරන ගෙවීමුත් අදාල ණය මුදලෙන් අඩු වෙනවා විය යුතුය​. එතකොට මේ මැති ඇමතිවරු මෙතෙක් කල් හිටියේ ගෙයක් දොරක් නැතුව ජනතා සේවයට කැපවෙලාද​? ඔක්කොම කුඩුකාරයොයි,1,A
අඩෝ කොබා...ලොකු එක නොදී පලයං ඩෝ...,1,A
වැරදි දැක්කත් ඒවා ප්‍රසිද්ධ කරලා තමන්ගෙ ආගම ගැන තියන වටිනාකම,0,A
අපි ගෙවමු... උන් නගමු...,0,A
දෙවැනියා මෙලෝ රහක් නෑ බොල...තනි ඇන්ටා...ඊට වඩා ලස්සන කෙල්ලො ඉන්නවා ඉතිරි වෙලා...,1,A
එන්න දවසක. ඇවිත් මගෙ හදවතත් මෙගා පික්සල් බිලියන විසිහතරදාකට කඩල සූම් කරල බලන්න ඒ හැම කොන්ටම් අංශුවකම ආදරේ තියේවි ඔයාගෙ නමින් ලියවිලා හැමදාටම .... ❤️ යෝ..යෝ... #බොබී,0,A
මේ ෆේස්බුක් එකේ ඇයගේ කාරණයට හේතුවුනු ඡායාරූප සමඟ අනෙක් අයගේ ඡායාරූප සංසන්ධනය කල අවස්ථාවක්.,0,A
දැන් මොකක් බුරුල් උනත් මොටද බං...,0,A
ඔයාටත් ඉන්නවද? පාරෙ යද්දි අඳුරන අය ඉස්සරහට එද්දි අත අතාරින ඔයා එයාගෙ යාලුවෙක් විතරයි කියලා හැමෝටම කියලා තියන හැම තිස්සෙම නිදහසට කාරණා කිය කිය කාර්‍යබහුල බව අඟවන,0,A
එතන වෛරී සිතුවිල්ලක් නෙවෙයි තියෙන්නේ. ඒ කෙල්ලගේ ගෙදර ප්‍රශ්ණ තියෙනවා මම දැක්ක විදිහට​. ඒ එක්කම තමන් වැඩියෙන්ම ආදරේ කරන තමන්ගේ පියාව විදුහල්පති ගාවට ගෙනෙහින් බාල්දු කරන්න උවමනාවක් කෙල්ලට තිබුනේ නෑ. එයාගේ ෆේස්බුක් ගිණුමේ ඔය කියනතරම් නරක දෙයක් තිබිලත් නෑ. ඔයිට වඩා කොළඹ පාසල් වල කොච්චරනම් අඩ නිරුවත් පවා පින්තූර දාගත්තු ගැහැණු ළමයි ඉන්නවද​? මේ දරුවා මහලොකු වැරෙද්දක් කරලා නෑෑ. දෙනෝ දාහක් ඉස්සරහා වේසි කියලා බණින්න​,0,A
අනේ බොල ලොල්ලො...පර්සි කියන හැම එකටම අහු වෙන්න එපා බොල ගවයො...තොපි වගේ වහල්ලු පර්සි එක්ක නැගිටින්න බලා හිටියට ඒක මේ කපේදි වෙන දෙයක් නෙමෙයි. පුලුවන් නම් රෝහිතයවත් ටෝක් කරලා බලහං...රොකට් එකක් එක්කම නැගිටගන්න පුලුවන්ද කියලා....,1,A
මේම පැටලැවිල්ලක් උනොත් තමා අපිට කෝල් එන්නේ.. නැත්තම් කොල් කරන්නේ අර එකෙන් බූට් සින්දු දාගන්න කියන කෝල් එක තමා..😂😂,0,A
ඔච්චර ප්‍රසිද්ධ ක්‍රීඩාව ගැන නිර්මාණයකල තැනැත්තාට එපාවෙන්න හේතුව​??? මට තේරෙන්නේ නැතෝ..... කවුද මේ මනුස්සයට මේක එපා කෙරෙව්වේ??? සෙල්ලම හොඳනම් සෙල්ලම් කරනවා,0,A
මූ දවල් හීන දකින එක තවම නැවතිලා නැ. උබේ ගැනී නම් පෙරේද ඉදලම මෙහෙ. උබේ කට වන වෙලා කියලා එකී කියන්නේ,0,A
අතීතයට ගිහින් දේවල් වෙනස් කරනවා කියන මිත්‍යාව මිත්‍යාවක් ලෙසටම හැමදාම තියෙනවනම් හොඳයි. අනාගතයක් කියලා දෙයක් නැත්තටම නැති වෙන්න පුලුවන් එහෙම උනොත්.,0,A
ලකුණු දාගන්න ගිහින් ඇදගෙන නාලා වගේ. ජහමනයා කියපු කාලේ ගිහින් මහජනයා මේ වගේ ඉන්නවනම් එළ​. ඒත් මුන්ට දිගටම උද්ඝෝෂණය කර කර ඉඳලා වෙඩි කන්න වෙයිද දන්නේ නෑ. ඒකනේ රටේ තත්වේ.,0,A
විද්‍යාගාර හදනකොට පර්සි එක්ක එකතුවෙලා හොරා කාපු ඒවා ගැන කියලා උඹ ස්වේච්චාවෙන්ම ඇරෙස්ට් වෙයංකො රන්දුලයො ඊට කලින්..උඹේ බලු මූණ දැක්කත් අප්පිරියයි බං..,1,A
ගෙදරින් පිට,0,A
දන්න විදිහට රන්ජන්. ඉතින් ගොසිප්පෝ උන් කරන්න කලින් උඹ වැඩේ කාලානේ. හැබැයි ජනතාවට ඕක කරපු දවසට දැන ගන්න පුළුවන් කවුද ඇත්තටම ඔය මන්ත්‍රීවරයා නිසා විඳවන්නේ කියලා. අද ජනතාවට කොණ්ඩේ බොරුනොවේ පොල් මුඩ්ඩක් උනත් කමක් නෑ. පාර්ලිමේන්තුවේ අසාධාරණයට - අයුක්තියට එරෙහිව හඩක් නඟන්න පුළුවන් රටට වැඩක් කරන මන්ත්‍රීවරුයි අවශ්‍යය​.,0,A
ශ්‍රී පාදෙ ලොකු හාමුදුරුවන්ට කරන්න උවමනාවක් තිබ්බෙ නැති දෙයක් පරිසරයට ආදරය කරන මිනිස්සු එකතු වෙලා කරලා තියෙන්නෙ...,0,A
මට ජිවිතේ කවදාකවත් නුවර යන්න හේතුවක් ඕනි වුණේ නෑ.. දළදා මාලිගාව ඉස්සරහින් වැව දිගේ යද්දී,0,A
මොනවද බන් ගොසිප්පෝ මේ මාර්කට් කරන්නේ????,0,A
තෝ වගේ පර්සිගෙ වහල්ලු තමයි ඉතින් මේවා හද හදා ෆේස් බුක් දාන්නෙ. තොපිලා ඉතින් අඩුම තරමෙ ඉස්කෝලෙකටවත් ගිය උන්යැ...,1,A
‌සමහර එවුන් මේකට එන්නෙම කෙනෙක් කරන වැඩේ නතර කරලා මොකක් හරි පොර ටෝක් එකක් දීලා යන්න. උන් කරන්නෙත් නෑ,0,A
මයිල් බාලාත් නෑ නංගිව පෙනෙන නොපෙනෙන ගාණට එළියේ දාගෙන බිකිනි ෆොටෝ එකේ. මේකි කවුද​? ඇත්තටම සිංදු කියන එකක්ද නැත්තම් පට්ට වේ#යෙක්ද​? අනේ මන්දා මමනම් බැරල් එකක් එහෙට මෙහෙට කරලා වගේ දැක්කේ. කිසිම ෆීලින් එකක් ආවේ නෑ බොරු කියන්න ඕනේනෑ. මෙලෝ ගතියක් නෑ. මරදානේ හොඳයි හික්ස්,1,A
තව ටික දවසයි...රොටිය කර වෙන්න ලං වෙද්දි මරාගෙ ඔලුව විකල් වෙලා තියෙන්නෙ දැන්...,1,A
ජනපතිගේ බලතල අඩුකරන...20සේ මාරයා ! වර්ධරාජා පෙරැමල් ඊළාම් රාජ්‍යයක් ප්‍රකාශයට පත්කල විට ප්‍රේමදාස ජනපති වහාම පලාත් සභාව විසරැවා හැරිමෙන් උතුරේ ඊළම් රාජ්‍යය එදා වැළකුනා අද 20න් ජනපතිගේ බලතල කප්පාදුවක් සිදු උනොත් රට ජාතියට සිදුවන බරපතල වරද යලි හදනු බෑ පිහිට වූ ඊළම යලි ගනුත් බෑ🤔,0,A
මට හිතෙන්නේ....,0,A
දැන් හැදෙන කෙල්ලො සාරියක් ඇන්දට කිසිම ලකයක් නෑ...හරියට දර ලීයකට රෙදි ඔතලා වගේ....,0,A
අපාරාදෙ කියන්නෙ බැ මෙකෙ ඉන්න මිනිසුන් කවද හරි දවසක් ඔය එකක්.කරොත් තමන්ගේ ගන්න පුද්ගලයෙක් අසාධාරණයක් උනොත් පිලිසරණ ක් නැ මොලෙ පරිණත වෙලා.නැ එකතාමා අවුල,0,A
1. එක්කෝ ඇත්තටම මුස්ලිම් කඩ වල අතවර සිද්ධවෙනවා,0,A
අඩෝ පොන්සියා....ජීවත් වෙන්න සල්ලි නැත්තං කියහං...ගුද මාර්ගය විකුනන්නෙ නැතුව ඉදහං...,1,A
දුම්රියේ යන කට්ටියගෙන් මෙච්චර කල් කිසි උදව්වක් ඉල්ලලා නෑ මං...අද පොඩි උදව්වක් ඉල්ලන්න කල්පනා කරා... ඇප් එකට කරලා උදව්වක් කරන්න...හැමදාම පරක්කු වෙන කෝච්චිය ගැන ගන්නවා වගේම සේවය ලබාගත්...,0,A
2. එහෙම නැත්නම් සිංහලයින් හා මුස්ලිම් බහුලව ජීවත් වන ප්‍රදේශවල මේවගේ ජාතිවාදය ඇවිස්සෙන විදිහට හිතාමතාම දේවල් කරනවා.,0,A
මම කාටවත් කඩේ යන්නෙ නෑ අවලමෝ උඹ වගේ...මම හිතට එකගව හැම වෙලාවෙම කථා කරන්නෙ...තොපි නම් කැපුවත් කම්බ හොරුන්ටම තමයි කඩේ යන්නෙ...උඹලා වගේ වහල්ලු තමයි ලංකාවට හෙනේ...,1,A
යකෝ කවුරු හරි මුල්වෙලා එහෙම දෙයක් කරන නිසයි එන්න බැරි වුනත් මුන්ටික ආතල් එකක් ගන්නවා නේද කියලා හිතලා හරි සතුටුවෙන්නේ..! අහක ඉන්න වේස නරි එක එක ඒවා කිව්වා කියලා,1,A
